Classof,Measure Names,Organization Code,Organization Name,organizationid,Suppression Label,Measure Values,Cohort Numberof Students
Class of 2018,Graduated,5164,Chiawana Senior High School,104883, ,0.838312830,569
Class of 2018,Continued,5164,Chiawana Senior High School,104883, ,0.084358524,569
Class of 2018,Dropped Out,5164,Chiawana Senior High School,104883, ,0.077328647,569
Class of 2018,Graduated,5165,Three Rivers Home Link,104890, ,0.1,10
Class of 2018,Continued,5165,Three Rivers Home Link,104890, ,0.8,10
Class of 2018,Dropped Out,5165,Three Rivers Home Link,104890, ,0.1,10
Class of 2018,Graduated,5171,Crossroads High School,104897, ,0.442307692,52
Class of 2018,Continued,5171,Crossroads High School,104897, ,0.365384615,52
Class of 2018,Dropped Out,5171,Crossroads High School,104897, ,0.192307692,52
Class of 2018,Graduated,5172,Puget Sound High School,104924, ,0.893617021,47
Class of 2018,Continued,5172,Puget Sound High School,104924, ,0.063829787,47
Class of 2018,Dropped Out,5172,Puget Sound High School,104924, ,0.042553191,47
Class of 2018,Graduated,5176,Cap Sante High School,104953, ,0.48,25
Class of 2018,Continued,5176,Cap Sante High School,104953, ,0.36,25
Class of 2018,Dropped Out,5176,Cap Sante High School,104953, ,0.16,25
Class of 2018,Graduated,5190,Cowlitz Prairie Academy,104969, ,0.428571429,14
Class of 2018,Continued,5190,Cowlitz Prairie Academy,104969, ,0.357142857,14
Class of 2018,Dropped Out,5190,Cowlitz Prairie Academy,104969, ,0.214285714,14
Class of 2018,Graduated,5191,Hoquiam Homelink School,104970, ,0.454545455,11
Class of 2018,Continued,5191,Hoquiam Homelink School,104970, ,0,11
Class of 2018,Dropped Out,5191,Hoquiam Homelink School,104970, ,0.545454545,11
Class of 2018,Graduated,5197,Washington Virtual Academy Omak High School,104998, ,0.889534884,172
Class of 2018,Continued,5197,Washington Virtual Academy Omak High School,104998, ,0.069767442,172
Class of 2018,Dropped Out,5197,Washington Virtual Academy Omak High School,104998, ,0.040697674,172
Class of 2018,Graduated,5213,Marysville Pilchuck High School,105222, ,0.763250883,283
Class of 2018,Continued,5213,Marysville Pilchuck High School,105222, ,0.053003534,283
Class of 2018,Dropped Out,5213,Marysville Pilchuck High School,105222, ,0.183745583,283
Class of 2018,Graduated,5245,WINDWARD HIGH SCHOOL,105413, ,0.896551724,29
Class of 2018,Continued,5245,WINDWARD HIGH SCHOOL,105413, ,0,29
Class of 2018,Dropped Out,5245,WINDWARD HIGH SCHOOL,105413, ,0.103448276,29
Class of 2018,Graduated,5250,On Track Academy,105418, ,0.944881890,254
Class of 2018,Continued,5250,On Track Academy,105418, ,0.019685039,254
Class of 2018,Dropped Out,5250,On Track Academy,105418, ,0.035433071,254
Class of 2018,Graduated,5262,Northwest Allprep,105465, ,0.270588235,85
Class of 2018,Continued,5262,Northwest Allprep,105465, ,0.035294118,85
Class of 2018,Dropped Out,5262,Northwest Allprep,105465, ,0.694117647,85
Class of 2018,Graduated,5272,Brewster Alternative School,105488, ,0.133333333,15
Class of 2018,Continued,5272,Brewster Alternative School,105488, ,0.066666667,15
Class of 2018,Dropped Out,5272,Brewster Alternative School,105488, ,0.8,15
Class of 2018,Graduated,5282,Talley High School,105524, ,0.143939394,132
Class of 2018,Continued,5282,Talley High School,105524, ,0.333333333,132
Class of 2018,Dropped Out,5282,Talley High School,105524, ,0.522727273,132
Class of 2018,Graduated,5289,Mabton Jr. Sr. High,105533, ,0.898305085,59
Class of 2018,Continued,5289,Mabton Jr. Sr. High,105533, ,0.033898305,59
Class of 2018,Dropped Out,5289,Mabton Jr. Sr. High,105533, ,0.067796610,59
Class of 2018,Graduated,5312,Discovery High School,105627, ,0.615384615,65
Class of 2018,Continued,5312,Discovery High School,105627, ,0.138461538,65
Class of 2018,Dropped Out,5312,Discovery High School,105627, ,0.246153846,65
Class of 2018,Graduated,5321,Puyallup Open Doors/POD,105639, ,0.041237113,97
Class of 2018,Continued,5321,Puyallup Open Doors/POD,105639, ,0.360824742,97
Class of 2018,Dropped Out,5321,Puyallup Open Doors/POD,105639, ,0.597938144,97
Class of 2018,Graduated,5330,Everett Reengagement Academy,105652, ,0.112676056,71
Class of 2018,Continued,5330,Everett Reengagement Academy,105652, ,0.464788732,71
Class of 2018,Dropped Out,5330,Everett Reengagement Academy,105652, ,0.422535211,71
Class of 2018,Graduated,5332,ESD New Beginnings,105658, ,0.1,10
Class of 2018,Continued,5332,ESD New Beginnings,105658, ,0.3,10
Class of 2018,Dropped Out,5332,ESD New Beginnings,105658, ,0.6,10
Class of 2018,Graduated,5344,Open Doors,105731, ,0.056338028,71
Class of 2018,Continued,5344,Open Doors,105731, ,0.309859155,71
Class of 2018,Dropped Out,5344,Open Doors,105731, ,0.633802817,71
Class of 2018,Graduated,5348,Open Doors Youth Reengagement (1418),105774, ,0.078313253,166
Class of 2018,Continued,5348,Open Doors Youth Reengagement (1418),105774, ,0.578313253,166
Class of 2018,Dropped Out,5348,Open Doors Youth Reengagement (1418),105774, ,0.343373494,166
Class of 2018,Graduated,5359,Futurus High School,105786, ,0.290322581,31
Class of 2018,Continued,5359,Futurus High School,105786, ,0.161290323,31
Class of 2018,Dropped Out,5359,Futurus High School,105786, ,0.548387097,31
Class of 2018,Graduated,5362,College Place High School,105789, ,0.958762887,97
Class of 2018,Continued,5362,College Place High School,105789, ,0.020618557,97
Class of 2018,Dropped Out,5362,College Place High School,105789, ,0.020618557,97
Class of 2018,Graduated,5367,Desert Oasis High School,105795, ,0.451612903,31
Class of 2018,Continued,5367,Desert Oasis High School,105795, ,0.290322581,31
Class of 2018,Dropped Out,5367,Desert Oasis High School,105795, ,0.258064516,31
Class of 2018,Graduated,5369,Lewis County Alternative School,105797, ,0.3,20
Class of 2018,Continued,5369,Lewis County Alternative School,105797, ,0.15,20
Class of 2018,Dropped Out,5369,Lewis County Alternative School,105797, ,0.55,20
Class of 2018,Graduated,5370,Highline Open Doors 1418,105799, ,0.113300493,203
Class of 2018,Continued,5370,Highline Open Doors 1418,105799, ,0.413793103,203
Class of 2018,Dropped Out,5370,Highline Open Doors 1418,105799, ,0.472906404,203
Class of 2018,Graduated,5372,Acceleration Academy,105804, ,0.083333333,60
Class of 2018,Continued,5372,Acceleration Academy,105804, ,0,60
Class of 2018,Dropped Out,5372,Acceleration Academy,105804, ,0.916666667,60
Class of 2018,Graduated,5373,Lummi Nation School,105805, ,0.75,24
Class of 2018,Continued,5373,Lummi Nation School,105805, ,0.125,24
Class of 2018,Dropped Out,5373,Lummi Nation School,105805, ,0.125,24
Class of 2018,Graduated,5400,Discovery High School-Achieve,105905, ,0.157894737,57
Class of 2018,Continued,5400,Discovery High School-Achieve,105905, ,0.105263158,57
Class of 2018,Dropped Out,5400,Discovery High School-Achieve,105905, ,0.736842105,57
Class of 2018,Graduated,5402,Marysville NWESD 189 Youth Engagement,105907, ,0.078125,64
Class of 2018,Continued,5402,Marysville NWESD 189 Youth Engagement,105907, ,0.34375,64
Class of 2018,Dropped Out,5402,Marysville NWESD 189 Youth Engagement,105907, ,0.578125,64
Class of 2018,Graduated,5411,CPSD Open Doors Program,105915, ,0.198113208,106
Class of 2018,Continued,5411,CPSD Open Doors Program,105915, ,0.320754717,106
Class of 2018,Dropped Out,5411,CPSD Open Doors Program,105915, ,0.481132075,106
Class of 2018,Graduated,5432,EV Online,105983, ,0.846153846,13
Class of 2018,Continued,5432,EV Online,105983, ,0,13
Class of 2018,Dropped Out,5432,EV Online,105983, ,0.153846154,13
Class of 2018,Graduated,5454,Ocean Beach Alternative School,106005, ,0.428571429,14
Class of 2018,Continued,5454,Ocean Beach Alternative School,106005, ,0.428571429,14
Class of 2018,Dropped Out,5454,Ocean Beach Alternative School,106005, ,0.142857143,14
Class of 2018,Graduated,5461,Wellpinit Fort Simcoe SEA,106012, ,0.166666667,54
Class of 2018,Continued,5461,Wellpinit Fort Simcoe SEA,106012, ,0.240740741,54
Class of 2018,Dropped Out,5461,Wellpinit Fort Simcoe SEA,106012, ,0.592592593,54
Class of 2018,Graduated,5472,Barker Creek Community School,106055, ,0.593406593,91
Class of 2018,Continued,5472,Barker Creek Community School,106055, ,0.263736264,91
Class of 2018,Dropped Out,5472,Barker Creek Community School,106055, ,0.142857143,91
Class of 2018,Graduated,5478,Marysville Getchell High School,106061, ,0.870967742,341
Class of 2018,Continued,5478,Marysville Getchell High School,106061, ,0.029325513,341
Class of 2018,Dropped Out,5478,Marysville Getchell High School,106061, ,0.099706745,341
Class of 2018,Graduated,5953,Lake Washington Technical Academy,104473, ,0.16,100
Class of 2018,Continued,5953,Lake Washington Technical Academy,104473, ,0.61,100
Class of 2018,Dropped Out,5953,Lake Washington Technical Academy,104473, ,0.23,100
Class of 2018,Graduated,01147,Othello School District,100192, ,0.758241758,273
Class of 2018,Continued,01147,Othello School District,100192, ,0.080586081,273
Class of 2018,Dropped Out,01147,Othello School District,100192, ,0.161172161,273
Class of 2018,Graduated,01158,Lind School District,100131, ,0.75,12
Class of 2018,Continued,01158,Lind School District,100131, ,0.25,12
Class of 2018,Dropped Out,01158,Lind School District,100131, ,0,12
Class of 2018,Graduated,01160,Ritzville School District,100220, ,0.789473684,38
Class of 2018,Continued,01160,Ritzville School District,100220, ,0.078947368,38
Class of 2018,Dropped Out,01160,Ritzville School District,100220, ,0.131578947,38
Class of 2018,Graduated,02250,Clarkston School District,100045, ,0.682819383,227
Class of 2018,Continued,02250,Clarkston School District,100045, ,0.167400881,227
Class of 2018,Dropped Out,02250,Clarkston School District,100045, ,0.149779736,227
Class of 2018,Graduated,02420,Asotin-Anatone School District,100015, ,0.92,50
Class of 2018,Continued,02420,Asotin-Anatone School District,100015, ,0.02,50
Class of 2018,Dropped Out,02420,Asotin-Anatone School District,100015, ,0.06,50
Class of 2018,Graduated,03017,Kennewick School District,100116, ,0.768105340,"1,367"
Class of 2018,Continued,03017,Kennewick School District,100116, ,0.084857352,"1,367"
Class of 2018,Dropped Out,03017,Kennewick School District,100116, ,0.147037308,"1,367"
Class of 2018,Graduated,03052,Kiona-Benton City School District,100119, ,0.838709677,124
Class of 2018,Continued,03052,Kiona-Benton City School District,100119, ,0.024193548,124
Class of 2018,Dropped Out,03052,Kiona-Benton City School District,100119, ,0.137096774,124
Class of 2018,Graduated,03053,Finley School District,100089, ,0.818181818,88
Class of 2018,Continued,03053,Finley School District,100089, ,0.102272727,88
Class of 2018,Dropped Out,03053,Finley School District,100089, ,0.079545455,88
Class of 2018,Graduated,03116,Prosser School District,100205, ,0.809523810,210
Class of 2018,Continued,03116,Prosser School District,100205, ,0.119047619,210
Class of 2018,Dropped Out,03116,Prosser School District,100205, ,0.071428571,210
Class of 2018,Graduated,03400,Richland School District,100218, ,0.828413284,"1,084"
Class of 2018,Continued,03400,Richland School District,100218, ,0.096863469,"1,084"
Class of 2018,Dropped Out,03400,Richland School District,100218, ,0.074723247,"1,084"
Class of 2018,Graduated,04129,Lake Chelan School District,100125, ,0.862903226,124
Class of 2018,Continued,04129,Lake Chelan School District,100125, ,0,124
Class of 2018,Dropped Out,04129,Lake Chelan School District,100125, ,0.137096774,124
Class of 2018,Graduated,04222,CASHMERE SCHOOL DISTRICT,100035, ,0.935185185,108
Class of 2018,Continued,04222,CASHMERE SCHOOL DISTRICT,100035, ,0.055555556,108
Class of 2018,Dropped Out,04222,CASHMERE SCHOOL DISTRICT,100035, ,0.009259259,108
Class of 2018,Graduated,04228,Cascade School District,100034, ,0.943396226,106
Class of 2018,Continued,04228,Cascade School District,100034, ,0.009433962,106
Class of 2018,Dropped Out,04228,Cascade School District,100034, ,0.047169811,106
Class of 2018,Graduated,04246,Wenatchee School District,100290, ,0.841584158,606
Class of 2018,Continued,04246,Wenatchee School District,100290, ,0.066006601,606
Class of 2018,Dropped Out,04246,Wenatchee School District,100290, ,0.092409241,606
Class of 2018,Graduated,05121,Port Angeles School District,100202, ,0.8125,304
Class of 2018,Continued,05121,Port Angeles School District,100202, ,0.078947368,304
Class of 2018,Dropped Out,05121,Port Angeles School District,100202, ,0.108552632,304
Class of 2018,Graduated,05313,Crescent School District,100059, ,0.833333333,18
Class of 2018,Continued,05313,Crescent School District,100059, ,0.055555556,18
Class of 2018,Dropped Out,05313,Crescent School District,100059, ,0.111111111,18
Class of 2018,Graduated,05323,Sequim School District,100233, ,0.893939394,198
Class of 2018,Continued,05323,Sequim School District,100233, ,0.040404040,198
Class of 2018,Dropped Out,05323,Sequim School District,100233, ,0.065656566,198
Class of 2018,Graduated,05401,Cape Flattery School District,100032, ,0.853658537,41
Class of 2018,Continued,05401,Cape Flattery School District,100032, ,0.073170732,41
Class of 2018,Dropped Out,05401,Cape Flattery School District,100032, ,0.073170732,41
Class of 2018,Graduated,05402,Quillayute Valley School District,100210, ,0.752941176,85
Class of 2018,Continued,05402,Quillayute Valley School District,100210, ,0.141176471,85
Class of 2018,Dropped Out,05402,Quillayute Valley School District,100210, ,0.105882353,85
Class of 2018,Graduated,06037,Vancouver School District,100278, ,0.850825472,"1,696"
Class of 2018,Continued,06037,Vancouver School District,100278, ,0.047169811,"1,696"
Class of 2018,Dropped Out,06037,Vancouver School District,100278, ,0.102004717,"1,696"
Class of 2018,Graduated,06098,Hockinson School District,100106, ,0.945945946,185
Class of 2018,Continued,06098,Hockinson School District,100106, ,0.016216216,185
Class of 2018,Dropped Out,06098,Hockinson School District,100106, ,0.037837838,185
Class of 2018,Graduated,06101,La Center School District,100122, ,0.847222222,144
Class of 2018,Continued,06101,La Center School District,100122, ,0.069444444,144
Class of 2018,Dropped Out,06101,La Center School District,100122, ,0.083333333,144
Class of 2018,Graduated,06112,Washougal School District,100286, ,0.836653386,251
Class of 2018,Continued,06112,Washougal School District,100286, ,0.091633466,251
Class of 2018,Dropped Out,06112,Washougal School District,100286, ,0.071713147,251
Class of 2018,Graduated,06114,Evergreen School District (Clark),100084, ,0.875059837,"2,089"
Class of 2018,Continued,06114,Evergreen School District (Clark),100084, ,0.029679272,"2,089"
Class of 2018,Dropped Out,06114,Evergreen School District (Clark),100084, ,0.095260890,"2,089"
Class of 2018,Graduated,06117,Camas School District,100031, ,0.900763359,524
Class of 2018,Continued,06117,Camas School District,100031, ,0.059160305,524
Class of 2018,Dropped Out,06117,Camas School District,100031, ,0.040076336,524
Class of 2018,Graduated,06119,Battle Ground School District,100018, ,0.776371308,"1,185"
Class of 2018,Continued,06119,Battle Ground School District,100018, ,0.060759494,"1,185"
Class of 2018,Dropped Out,06119,Battle Ground School District,100018, ,0.162869198,"1,185"
Class of 2018,Graduated,06122,Ridgefield School District,100219, ,0.895027624,181
Class of 2018,Continued,06122,Ridgefield School District,100219, ,0.055248619,181
Class of 2018,Dropped Out,06122,Ridgefield School District,100219, ,0.049723757,181
Class of 2018,Graduated,07002,Dayton School District,100066, ,0.740740741,27
Class of 2018,Continued,07002,Dayton School District,100066, ,0.074074074,27
Class of 2018,Dropped Out,07002,Dayton School District,100066, ,0.185185185,27
